LC,DC,Y,M,D
BG,PL,2019,9,37
ES,PL,2019,9,3
BE,PL,2019,9,21
NL,PL,2019,9,25
LT,PL,2019,9,32
FI,PL,2019,9,8
GB,PL,2019,9,22
SE,PL,2019,9,20
SI,PL,2019,9,26
UA,PL,2019,9,87
IT,PL,2019,9,17
LV,PL,2019,9,43
GR,PL,2019,9,11
IS,PL,2019,9,0
TR,PL,2019,9,49
PT,PL,2019,9,3
CY,PL,2019,9,0
KZ,PL,2019,9,75
RU,PL,2019,9,69
BY,PL,2019,9,64
AZ,PL,2019,9,0
GE,PL,2019,9,0
AM,PL,2019,9,0
LU,PL,2019,9,37
ME,PL,2019,10,0
AD,PL,2019,10,8
HU,PL,2019,10,6
HR,PL,2019,10,7
BA,PL,2019,10,12
RS,PL,2019,10,13
FR,PL,2019,10,10
AL.,PL,2019,10,8
CH,PL,2019,10,2
MK,PL,2019,10,0
DK,PL,2019,10,5
IE,PL,2019,10,5
RO,PL,2019,10,9
DE,PL,2019,10,17
MD,PL,2019,10,31
AT,PL,2019,10,18
CZ,PL,2019,10,25
NO,PL,2019,10,9
EE,PL,2019,10,5
SK,PL,2019,10,26
BG,PL,2019,10,13
ES,PL,2019,10,5
BE,PL,2019,10,13
NL,PL,2019,10,16
LT,PL,2019,10,33
FI,PL,2019,10,10
GB,PL,2019,10,15
SE,PL,2019,10,14
SI,PL,2019,10,27
UA,PL,2019,10,96
IT,PL,2019,10,24
LV,PL,2019,10,33
GR,PL,2019,10,4
IS,PL,2019,10,0
TR,PL,2019,10,71
PT,PL,2019,10,4
CY,PL,2019,10,0
KZ,PL,2019,10,0
RU,PL,2019,10,62
BY,PL,2019,10,89
AZ,PL,2019,10,0
GE,PL,2019,10,0
AM,PL,2019,10,0
LU,PL,2019,10,30
ME,PL,2019,11,0
AD,PL,2019,11,0
HU,PL,2019,11,6
HR,PL,2019,11,2
BA,PL,2019,11,4
RS,PL,2019,11,11
FR,PL,2019,11,16
AL.,PL,2019,11,5
CH,PL,2019,11,4
MK,PL,2019,11,4
DK,PL,2019,11,15
IE,PL,2019,11,4
RO,PL,2019,11,12
DE,PL,2019,11,21
MD,PL,2019,11,9
AT,PL,2019,11,18
CZ,PL,2019,11,32
NO,PL,2019,11,7
EE,PL,2019,11,9
SK,PL,2019,11,38
BG,PL,2019,11,24
ES,PL,2019,11,26
BE,PL,2019,11,18
NL,PL,2019,11,18
LT,PL,2019,11,42
FI,PL,2019,11,18
GB,PL,2019,11,10
SE,PL,2019,11,16
SI,PL,2019,11,18
UA,PL,2019,11,78
IT,PL,2019,11,33
LV,PL,2019,11,37
GR,PL,2019,11,20
IS,PL,2019,11,0
TR,PL,2019,11,66
PT,PL,2019,11,13
CY,PL,2019,11,0
KZ,PL,2019,11,87
RU,PL,2019,11,76
BY,PL,2019,11,98
AZ,PL,2019,11,68
GE,PL,2019,11,95
AM,PL,2019,11,0
LU,PL,2019,11,36
ME,PL,2019,12,0
AD,PL,2019,12,0
HU,PL,2019,12,8
HR,PL,2019,12,6
BA,PL,2019,12,19
RS,PL,2019,12,26
FR,PL,2019,12,10
AL.,PL,2019,12,55
CH,PL,2019,12,11
MK,PL,2019,12,22
DK,PL,2019,12,10
IE,PL,2019,12,6
RO,PL,2019,12,18
DE,PL,2019,12,20
MD,PL,2019,12,13
AT,PL,2019,12,19
CZ,PL,2019,12,26
NO,PL,2019,12,15
EE,PL,2019,12,5
SK,PL,2019,12,36
BG,PL,2019,12,41
ES,PL,2019,12,30
BE,PL,2019,12,19
NL,PL,2019,12,24
LT,PL,2019,12,54
FI,PL,2019,12,15
GB,PL,2019,12,12
SE,PL,2019,12,29
SI,PL,2019,12,25
UA,PL,2019,12,77
IT,PL,2019,12,35
LV,PL,2019,12,46
GR,PL,2019,12,65
IS,PL,2019,12,0
TR,PL,2019,12,26
PT,PL,2019,12,12
CY,PL,2019,12,0
KZ,PL,2019,12,0
RU,PL,2019,12,56
BY,PL,2019,12,80
AZ,PL,2019,12,30
GE,PL,2019,12,46
AM,PL,2019,12,31
LU,PL,2019,12,55
PL,AD,2020,1,0
PL,AL,2020,1,23
PL,AM,2020,1,0
PL,AT,2020,1,11
PL,AZ,2020,1,0
PL,BA,2020,1,27
PL,BE,2020,1,5
PL,BG,2020,1,11
PL,BY,2020,1,4
PL,CH,2020,1,7
PL,CY,2020,1,0
PL,CZ,2020,1,28
PL,DE,2020,1,32
PL,DK,2020,1,7
PL,EE,2020,1,7
PL,ES,2020,1,5
PL,FI,2020,1,0
PL,FR,2020,1,27
PL,GB,2020,1,16
PL,GE,2020,1,0
PL,GR,2020,1,5
PL,HR,2020,1,20
PL,HU,2020,1,29
PL,IE,2020,1,2
PL,IS,2020,1,0
PL,IT,2020,1,10
PL,KZ,2020,1,5
PL,LT,2020,1,14
PL,LU,2020,1,0
PL,LV,2020,1,9
PL,MD,2020,1,14
PL,ME,2020,1,11
PL,MK,2020,1,13
PL,NL,2020,1,7
PL,NO,2020,1,4
PL,PT,2020,1,0
PL,RO,2020,1,22
PL,RS,2020,1,41
PL,RU,2020,1,6
PL,SE,2020,1,3
PL,SI,2020,1,8
PL,SK,2020,1,25
PL,TR,2020,1,6
PL,UA,2020,1,15
PL,AD,2020,2,0
PL,AL,2020,2,21
PL,AM,2020,2,0
PL,AT,2020,2,16
PL,AZ,2020,2,0
PL,BA,2020,2,24
PL,BE,2020,2,7
PL,BG,2020,2,20
PL,BY,2020,2,4
PL,CH,2020,2,10
PL,CY,2020,2,0
PL,CZ,2020,2,44
PL,DE,2020,2,41
PL,DK,2020,2,9
PL,EE,2020,2,5
PL,ES,2020,2,7
PL,FI,2020,2,6
PL,FR,2020,2,39
PL,GB,2020,2,15
PL,GE,2020,2,0
PL,GR,2020,2,9
PL,HR,2020,2,16
PL,HU,2020,2,32
PL,IE,2020,2,5
PL,IS,2020,2,6
PL,IT,2020,2,15
PL,KZ,2020,2,9
PL,LT,2020,2,12
PL,LU,2020,2,0
PL,LV,2020,2,5
PL,MD,2020,2,13
PL,ME,2020,2,21
PL,MK,2020,2,12
PL,NL,2020,2,10
PL,NO,2020,2,7
PL,PT,2020,2,4
PL,RO,2020,2,27
PL,RS,2020,2,49
PL,RU,2020,2,14
PL,SE,2020,2,5
PL,SI,2020,2,9
PL,SK,2020,2,28
PL,TR,2020,2,25
PL,UA,2020,2,15
PL,AD,2020,3,2
PL,AL,2020,3,21
PL,AM,2020,3,0
PL,AT,2020,3,23
PL,AZ,2020,3,2
PL,BA,2020,3,51
PL,BE,2020,3,6
PL,BG,2020,3,17
PL,BY,2020,3,5
PL,CH,2020,3,17
PL,CY,2020,3,0
PL,CZ,2020,3,33
PL,DE,2020,3,44
PL,DK,2020,3,12
PL,EE,2020,3,5
PL,ES,2020,3,7
PL,FI,2020,3,3
PL,FR,2020,3,29
PL,GB,2020,3,26
PL,GE,2020,3,5
PL,GR,2020,3,11
PL,HR,2020,3,33
PL,HU,2020,3,42
PL,IE,2020,3,7
PL,IS,2020,3,0
PL,IT,2020,3,24
PL,KZ,2020,3,21
PL,LT,2020,3,13
PL,LU,2020,3,0
PL,LV,2020,3,6
PL,MD,2020,3,10
PL,ME,2020,3,22
PL,MK,2020,3,17
PL,NL,2020,3,10
PL,NO,2020,3,2
PL,PT,2020,3,0
PL,RO,2020,3,50
PL,RS,2020,3,68
PL,RU,2020,3,8
PL,SE,2020,3,4
PL,SI,2020,3,14
PL,SK,2020,3,28
PL,TR,2020,3,33
PL,UA,2020,3,16
PL,AD,2020,4,0
PL,AL,2020,4,5
PL,AM,2020,4,0
PL,AT,2020,4,5
PL,AZ,2020,4,4
PL,BA,2020,4,6
PL,BE,2020,4,0
PL,BG,2020,4,3
PL,BY,2020,4,2
PL,CH,2020,4,3
PL,CY,2020,4,0
PL,CZ,2020,4,8
PL,DE,2020,4,18
PL,DK,2020,4,5
PL,EE,2020,4,0
PL,ES,2020,4,0
PL,FI,2020,4,6
PL,FR,2020,4,4
PL,GB,2020,4,5
PL,GE,2020,4,5
PL,GR,2020,4,0
PL,HR,2020,4,5
PL,HU,2020,4,9
PL,IE,2020,4,3
PL,IS,2020,4,5
PL,IT,2020,4,3
PL,KZ,2020,4,0
PL,LT,2020,4,4
PL,LU,2020,4,0
PL,LV,2020,4,3
PL,MD,2020,4,3
PL,ME,2020,4,2
PL,MK,2020,4,4
PL,NL,2020,4,2
PL,NO,2020,4,2
PL,PT,2020,4,0
PL,RO,2020,4,11
PL,RS,2020,4,19
PL,RU,2020,4,8
PL,SE,2020,4,3
PL,SI,2020,4,3
PL,SK,2020,4,10
PL,TR,2020,4,19
PL,UA,2020,4,5
PL,AD,2020,5,0
PL,AL,2020,5,6
PL,AM,2020,5,0
PL,AT,2020,5,8
PL,AZ,2020,5,0
PL,BA,2020,5,12
PL,BE,2020,5,4
PL,BG,2020,5,3
PL,BY,2020,5,0
PL,CH,2020,5,9
PL,CY,2020,5,0
PL,CZ,2020,5,14
PL,DE,2020,5,26
PL,DK,2020,5,9
PL,EE,2020,5,3
PL,ES,2020,5,3
PL,FI,2020,5,5
PL,FR,2020,5,12
PL,GB,2020,5,9
PL,GE,2020,5,0
PL,GR,2020,5,0
PL,HR,2020,5,12
PL,HU,2020,5,12
PL,IE,2020,5,2
PL,IS,2020,5,0
PL,IT,2020,5,5
PL,KZ,2020,5,0
PL,LT,2020,5,8
PL,LU,2020,5,0
PL,LV,2020,5,4
PL,MD,2020,5,4
PL,ME,2020,5,4
PL,MK,2020,5,6
PL,NL,2020,5,5
PL,NO,2020,5,4
PL,PT,2020,5,0
PL,RO,2020,5,11
PL,RS,2020,5,14
PL,RU,2020,5,3
PL,SE,2020,5,6
PL,SI,2020,5,7
PL,SK,2020,5,12
PL,TR,2020,5,5
PL,UA,2020,5,3
PL,AD,2020,6,0
PL,AL,2020,6,18
PL,AM,2020,6,0
PL,AT,2020,6,13
PL,AZ,2020,6,0
PL,BA,2020,6,19
PL,BE,2020,6,12
PL,BG,2020,6,6
PL,BY,2020,6,4
PL,CH,2020,6,30
PL,CY,2020,6,0
PL,CZ,2020,6,32
PL,DE,2020,6,51
PL,DK,2020,6,12
PL,EE,2020,6,5
PL,ES,2020,6,12
PL,FI,2020,6,11
PL,FR,2020,6,34
PL,GB,2020,6,38
PL,GE,2020,6,0
PL,GR,2020,6,4
PL,HR,2020,6,31
PL,HU,2020,6,29
PL,IE,2020,6,6
PL,IS,2020,6,0
PL,IT,2020,6,13
PL,KZ,2020,6,3
PL,LT,2020,6,14
PL,LU,2020,6,6
PL,LV,2020,6,8
PL,MD,2020,6,2
PL,ME,2020,6,4
PL,MK,2020,6,7
PL,NL,2020,6,15
PL,NO,2020,6,9
PL,PT,2020,6,6
PL,RO,2020,6,23
PL,RS,2020,6,35
PL,RU,2020,6,8
PL,SE,2020,6,17
PL,SI,2020,6,18
PL,SK,2020,6,28
PL,TR,2020,6,3
PL,UA,2020,6,10
PL,AD,2020,7,3
PL,AL,2020,7,8
PL,AM,2020,7,0
PL,AT,2020,7,42
PL,AZ,2020,7,0
PL,BA,2020,7,50
PL,BE,2020,7,30
PL,BG,2020,7,11
PL,BY,2020,7,4
PL,CH,2020,7,36
PL,CY,2020,7,13
PL,CZ,2020,7,42
PL,DE,2020,7,76
PL,DK,2020,7,25
PL,EE,2020,7,13
PL,ES,2020,7,39
PL,FI,2020,7,10
PL,FR,2020,7,75
PL,GB,2020,7,62
PL,GE,2020,7,0
PL,GR,2020,7,11
PL,HR,2020,7,46
PL,HU,2020,7,43
PL,IE,2020,7,20
PL,IS,2020,7,25
PL,IT,2020,7,37
PL,KZ,2020,7,0
PL,LT,2020,7,30
PL,LU,2020,7,9
PL,LV,2020,7,16
PL,MD,2020,7,22
PL,ME,2020,7,8
PL,MK,2020,7,13
PL,NL,2020,7,39
PL,NO,2020,7,7
PL,PT,2020,7,11
PL,RO,2020,7,34
PL,RS,2020,7,31
PL,RU,2020,7,17
PL,SE,2020,7,11
PL,SI,2020,7,34
PL,SK,2020,7,41
PL,TR,2020,7,11
PL,UA,2020,7,25
PL,AD,2020,8,8
PL,AL,2020,8,11
PL,AM,2020,8,0
PL,AT,2020,8,43
PL,AZ,2020,8,0
PL,BA,2020,8,60
PL,BE,2020,8,30
PL,BG,2020,8,19
PL,BY,2020,8,11
PL,CH,2020,8,28
PL,CY,2020,8,15
PL,CZ,2020,8,49
PL,DE,2020,8,74
PL,DK,2020,8,37
PL,EE,2020,8,22
PL,ES,2020,8,26
PL,FI,2020,8,18
PL,FR,2020,8,69
PL,GB,2020,8,57
PL,GE,2020,8,0
PL,GR,2020,8,17
PL,HR,2020,8,44
PL,HU,2020,8,59
PL,IE,2020,8,18
PL,IS,2020,8,0
PL,IT,2020,8,29
PL,KZ,2020,8,3
PL,LT,2020,8,48
PL,LU,2020,8,9
PL,LV,2020,8,30
PL,MD,2020,8,50
PL,ME,2020,8,12
PL,MK,2020,8,10
PL,NL,2020,8,35
PL,NO,2020,8,14
PL,PT,2020,8,10
PL,RO,2020,8,51
PL,RS,2020,8,28
PL,RU,2020,8,32
PL,SE,2020,8,30
PL,SI,2020,8,26
PL,SK,2020,8,56
PL,TR,2020,8,11
PL,UA,2020,8,42
PL,AD,2020,9,0
PL,AL,2020,9,15
PL,AM,2020,9,0
PL,AT,2020,9,53
PL,AZ,2020,9,0
PL,BA,2020,9,50
PL,BE,2020,9,22
PL,BG,2020,9,37
PL,BY,2020,9,8
PL,CH,2020,9,39
PL,CY,2020,9,6
PL,CZ,2020,9,57
PL,DE,2020,9,67
PL,DK,2020,9,14
PL,EE,2020,9,22
PL,ES,2020,9,23
PL,FI,2020,9,16
PL,FR,2020,9,50
PL,GB,2020,9,38
PL,GE,2020,9,0
PL,GR,2020,9,25
PL,HR,2020,9,54
PL,HU,2020,9,68
PL,IE,2020,9,19
PL,IS,2020,9,2
PL,IT,2020,9,33
PL,KZ,2020,9,9
PL,LT,2020,9,40
PL,LU,2020,9,14
PL,LV,2020,9,25
PL,MD,2020,9,22
PL,ME,2020,9,11
PL,MK,2020,9,7
PL,NL,2020,9,28
PL,NO,2020,9,15
PL,PT,2020,9,20
PL,RO,2020,9,68
PL,RS,2020,9,63
PL,RU,2020,9,38
PL,SE,2020,9,35
PL,SI,2020,9,44
PL,SK,2020,9,66
PL,TR,2020,9,11
PL,UA,2020,9,34
PL,AD,2020,10,0
PL,AL,2020,10,18
PL,AM,2020,10,0
PL,AT,2020,10,33
PL,AZ,2020,10,0
PL,BA,2020,10,33
PL,BE,2020,10,32
PL,BG,2020,10,43
PL,BY,2020,10,14
PL,CH,2020,10,42
PL,CY,2020,10,0
PL,CZ,2020,10,57
PL,DE,2020,10,75
PL,DK,2020,10,16
PL,EE,2020,10,16
PL,ES,2020,10,50
PL,FI,2020,10,9
PL,FR,2020,10,54
PL,GB,2020,10,46
PL,GE,2020,10,3
PL,GR,2020,10,30
PL,HR,2020,10,60
PL,HU,2020,10,64
PL,IE,2020,10,22
PL,IS,2020,10,0
PL,IT,2020,10,41
PL,KZ,2020,10,6
PL,LT,2020,10,34
PL,LU,2020,10,21
PL,LV,2020,10,20
PL,MD,2020,10,19
PL,ME,2020,10,7
PL,MK,2020,10,15
PL,NL,2020,10,38
PL,NO,2020,10,12
PL,PT,2020,10,22
PL,RO,2020,10,65
PL,RS,2020,10,78
PL,RU,2020,10,41
PL,SE,2020,10,13
PL,SI,2020,10,44
PL,SK,2020,10,57
PL,TR,2020,10,10
PL,UA,2020,10,29
PL,AD,2020,11,0
PL,AL,2020,11,20
PL,AM,2020,11,6
PL,AT,2020,11,49
PL,AZ,2020,11,0
PL,BA,2020,11,27
PL,BE,2020,11,39
PL,BG,2020,11,34
PL,BY,2020,11,16
PL,CH,2020,11,35
PL,CY,2020,11,0
PL,CZ,2020,11,57
PL,DE,2020,11,82
PL,DK,2020,11,30
PL,EE,2020,11,16
PL,ES,2020,11,25
PL,FI,2020,11,5
PL,FR,2020,11,68
PL,GB,2020,11,77
PL,GE,2020,11,0
PL,GR,2020,11,13
PL,HR,2020,11,51
PL,HU,2020,11,62
PL,IE,2020,11,22
PL,IS,2020,11,0
PL,IT,2020,11,49
PL,KZ,2020,11,8
PL,LT,2020,11,25
PL,LU,2020,11,7
PL,LV,2020,11,19
PL,MD,2020,11,13
PL,ME,2020,11,10
PL,MK,2020,11,15
PL,NL,2020,11,49
PL,NO,2020,11,14
PL,PT,2020,11,10
PL,RO,2020,11,63
PL,RS,2020,11,76
PL,RU,2020,11,32
PL,SE,2020,11,27
PL,SI,2020,11,35
PL,SK,2020,11,51
PL,TR,2020,11,14
PL,UA,2020,11,39
PL,AD,2020,12,0
PL,AL,2020,12,12
PL,AM,2020,12,2
PL,AT,2020,12,39
PL,AZ,2020,12,0
PL,BA,2020,12,25
PL,BE,2020,12,34
PL,BG,2020,12,17
PL,BY,2020,12,10
PL,CH,2020,12,27
PL,CY,2020,12,3
PL,CZ,2020,12,40
PL,DE,2020,12,66
PL,DK,2020,12,31
PL,EE,2020,12,17
PL,ES,2020,12,20
PL,FI,2020,12,13
PL,FR,2020,12,58
PL,GB,2020,12,62
PL,GE,2020,12,0
PL,GR,2020,12,10
PL,HR,2020,12,41
PL,HU,2020,12,45
PL,IE,2020,12,22
PL,IS,2020,12,0
PL,IT,2020,12,39
PL,KZ,2020,12,6
PL,LT,2020,12,24
PL,LU,2020,12,6
PL,LV,2020,12,22
PL,MD,2020,12,14
PL,ME,2020,12,3
PL,MK,2020,12,4
PL,NL,2020,12,38
PL,NO,2020,12,15
PL,PT,2020,12,7
PL,RO,2020,12,40
PL,RS,2020,12,50
PL,RU,2020,12,24
PL,SE,2020,12,33
PL,SI,2020,12,29
PL,SK,2020,12,38
PL,TR,2020,12,18
PL,UA,2020,12,17
AD,PL,2020,1,0
AL,PL,2020,1,24
AM,PL,2020,1,0
AT,PL,2020,1,28
AZ,PL,2020,1,0
BA,PL,2020,1,13
BE,PL,2020,1,35
BG,PL,2020,1,21
BY,PL,2020,1,51
CH,PL,2020,1,7
CY,PL,2020,1,0
CZ,PL,2020,1,39
DE,PL,2020,1,34
DK,PL,2020,1,13
EE,PL,2020,1,8
ES,PL,2020,1,35
FI,PL,2020,1,31
FR,PL,2020,1,19
GB,PL,2020,1,20
GE,PL,2020,1,4
GR,PL,2020,1,50
HR,PL,2020,1,5
HU,PL,2020,1,5
IE,PL,2020,1,6
IT,PL,2020,1,39
KZ,PL,2020,1,13
LT,PL,2020,1,45
LU,PL,2020,1,48
LV,PL,2020,1,33
MD,PL,2020,1,13
ME,PL,2020,1,0
MK,PL,2020,1,0
NL,PL,2020,1,44
NO,PL,2020,1,16
PT,PL,2020,1,23
RO,PL,2020,1,16
RS,PL,2020,1,9
RU,PL,2020,1,55
SE,PL,2020,1,47
SI,PL,2020,1,27
SK,PL,2020,1,38
TR,PL,2020,1,26
UA,PL,2020,1,35
AD,PL,2020,2,0
AL,PL,2020,2,16
AM,PL,2020,2,2
AT,PL,2020,2,11
AZ,PL,2020,2,3
BA,PL,2020,2,0
BE,PL,2020,2,10
BG,PL,2020,2,19
BY,PL,2020,2,52
CH,PL,2020,2,2
CY,PL,2020,2,63
CZ,PL,2020,2,19
DE,PL,2020,2,9
DK,PL,2020,2,3
EE,PL,2020,2,9
ES,PL,2020,2,22
FI,PL,2020,2,4
FR,PL,2020,2,6
GB,PL,2020,2,12
GE,PL,2020,2,6
GR,PL,2020,2,35
HR,PL,2020,2,5
HU,PL,2020,2,3
IE,PL,2020,2,18
IT,PL,2020,2,37
KZ,PL,2020,2,4
LT,PL,2020,2,43
LU,PL,2020,2,16
LV,PL,2020,2,35
MD,PL,2020,2,0
ME,PL,2020,2,2
MK,PL,2020,2,0
NL,PL,2020,2,14
NO,PL,2020,2,13
PT,PL,2020,2,17
RO,PL,2020,2,8
RS,PL,2020,2,4
RU,PL,2020,2,61
SE,PL,2020,2,30
SI,PL,2020,2,18
SK,PL,2020,2,33
TR,PL,2020,2,21
UA,PL,2020,2,15
AD,PL,2020,3,17
AL,PL,2020,3,9
AM,PL,2020,3,0
AT,PL,2020,3,17
AZ,PL,2020,3,0
BA,PL,2020,3,14
BE,PL,2020,3,26
BG,PL,2020,3,27
BY,PL,2020,3,74
CH,PL,2020,3,4
CY,PL,2020,3,0
CZ,PL,2020,3,26
DE,PL,2020,3,16
DK,PL,2020,3,3
EE,PL,2020,3,11
ES,PL,2020,3,36
FI,PL,2020,3,7
FR,PL,2020,3,15
GB,PL,2020,3,7
GE,PL,2020,3,12
GR,PL,2020,3,62
HR,PL,2020,3,14
HU,PL,2020,3,6
IE,PL,2020,3,14
IT,PL,2020,3,69
KZ,PL,2020,3,0
LT,PL,2020,3,42
LU,PL,2020,3,40
LV,PL,2020,3,44
MD,PL,2020,3,2
ME,PL,2020,3,0
MK,PL,2020,3,3
NL,PL,2020,3,33
NO,PL,2020,3,17
PT,PL,2020,3,23
RO,PL,2020,3,11
RS,PL,2020,3,16
RU,PL,2020,3,36
SE,PL,2020,3,35
SI,PL,2020,3,39
SK,PL,2020,3,23
TR,PL,2020,3,28
UA,PL,2020,3,10
AD,PL,2020,4,0
AL,PL,2020,4,0
AM,PL,2020,4,0
AT,PL,2020,4,5
AZ,PL,2020,4,0
BA,PL,2020,4,3
BE,PL,2020,4,11
BG,PL,2020,4,14
BY,PL,2020,4,36
CH,PL,2020,4,2
CY,PL,2020,4,0
CZ,PL,2020,4,9
DE,PL,2020,4,5
DK,PL,2020,4,0
EE,PL,2020,4,2
ES,PL,2020,4,39
FI,PL,2020,4,2
FR,PL,2020,4,14
GB,PL,2020,4,11
GE,PL,2020,4,3
GR,PL,2020,4,51
HR,PL,2020,4,8
HU,PL,2020,4,0
IE,PL,2020,4,0
IT,PL,2020,4,41
KZ,PL,2020,4,10
LT,PL,2020,4,17
LU,PL,2020,4,10
LV,PL,2020,4,13
MD,PL,2020,4,18
ME,PL,2020,4,3
MK,PL,2020,4,4
NL,PL,2020,4,10
NO,PL,2020,4,3
PT,PL,2020,4,31
RO,PL,2020,4,3
RS,PL,2020,4,0
RU,PL,2020,4,33
SE,PL,2020,4,4
SI,PL,2020,4,26
SK,PL,2020,4,12
TR,PL,2020,4,26
UA,PL,2020,4,3
AD,PL,2020,5,0
AL,PL,2020,5,2
AM,PL,2020,5,0
AT,PL,2020,5,4
AZ,PL,2020,5,25
BA,PL,2020,5,0
BE,PL,2020,5,4
BG,PL,2020,5,14
BY,PL,2020,5,83
CH,PL,2020,5,0
CY,PL,2020,5,0
CZ,PL,2020,5,11
DE,PL,2020,5,3
DK,PL,2020,5,0
EE,PL,2020,5,12
ES,PL,2020,5,37
FI,PL,2020,5,4
FR,PL,2020,5,4
GB,PL,2020,5,8
GE,PL,2020,5,0
GR,PL,2020,5,42
HR,PL,2020,5,0
HU,PL,2020,5,2
IE,PL,2020,5,0
IT,PL,2020,5,32
KZ,PL,2020,5,2
LT,PL,2020,5,34
LU,PL,2020,5,4
LV,PL,2020,5,52
MD,PL,2020,5,6
ME,PL,2020,5,3
MK,PL,2020,5,6
NL,PL,2020,5,6
NO,PL,2020,5,0
PT,PL,2020,5,28
RO,PL,2020,5,6
RS,PL,2020,5,0
RU,PL,2020,5,63
SE,PL,2020,5,5
SI,PL,2020,5,13
SK,PL,2020,5,28
TR,PL,2020,5,22
UA,PL,2020,5,15
